,Unnamed: 0,sha,drug,section,doi,title,year,sentence,posssible_hedge,corona_paper,corona_block,Is_Negated,Is_Negated_Orig,Unnamed: 13,annotation_expert_1,Treatment
14504,15632,a6b01a877ddbef5ae55335d3670b9654bbb594cc,cyclosporine,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14505,15633,a6b01a877ddbef5ae55335d3670b9654bbb594cc,cyclosporine,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14506,15634,a6b01a877ddbef5ae55335d3670b9654bbb594cc,danazol,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14507,15635,a6b01a877ddbef5ae55335d3670b9654bbb594cc,danazol,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14508,15636,a6b01a877ddbef5ae55335d3670b9654bbb594cc,dexamethasone,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14509,15637,a6b01a877ddbef5ae55335d3670b9654bbb594cc,dexamethasone,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14510,15638,a6b01a877ddbef5ae55335d3670b9654bbb594cc,estradiol,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14511,15639,a6b01a877ddbef5ae55335d3670b9654bbb594cc,estradiol,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"(c) Testosterone's suppression of focal infiltrate area, number of inflammatory cell foci, and percentage lymphocyte infiltration in lacrimal tissue may be duplicated by therapy with 19-nortestosterone and cyclophosphamide, but not by treatment with estradiol, danazol, cyclosporine A, or dexamethasone.",may,True,False,1,1,0,1.0,treatment
14512,15640,a6b01a877ddbef5ae55335d3670b9654bbb594cc,testosterone,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,"These strategies, which are based upon the recognition that the endocrine, neural, and immune systems interact through extensive, regulatory pathways (90, 98-1011, are: (a) Administration of testosterone analogues with attenuated virilizing properties may directly suppress lacrimal gland immunopathology, thereby inhibiting immune-mediated destruction of acinar and ductal cells and alleviating the infiltrate-induced compression of glandular ducts",may,True,False,0,0,0,1.0,administration
14513,15641,a6b01a877ddbef5ae55335d3670b9654bbb594cc,testosterone,body,10.1016/0090-1229(92)90052-p,Potential therapeutic approach for the hormonal treatment of lacrimal gland dysfunction in SjÃ¶gren's syndrome,1992.0,These murine investigations have demonstrated that: (a) Testosterone therapy induces a precipitous decrease in the extent of lymphocyte infiltration in lacrimal tissue,may,True,False,0,0,0,1.0,therapy
14530,15666,a7141750bb01c98352bde01baff3156331b41c9b,acetate,body,10.1016/b978-1-4377-0660-4.00040-5,Chapter 40 Female Reproduction,2012.0,"Megestrol acetate (Ovaban, Intervet/ Schering-Plough Animal Health [Summit, NJ] and others) is effective for suppressing estrus in queens when given orally, starting in anestrus (2.5 to 5 mg/cat once daily for 5 days, then once weekly)",,True,False,0,0,0,0.0,effective
14678,15826,a92f695c75e4349fd76931c1800bb722ac5eca0b,acetaminophen,body,10.1016/b978-0-12-819400-3.00016-8,Chapter 16 Dengue Virus,2020.0,"Potential mechanisms for hepatic injury involve a variety of possible insults, including direct effects of the virus or host immune response on liver cells, circulatory compromise, and/or hypoxia due to hypotension or localized vascular leakage inside the liver capsule, hepatotoxic effects of drugs such as acetaminophen or traditional herbal remedies, and tissue tropism of particular viral serotypes or genotypes.",,False,False,0,0,0,1.0,effect
14717,15872,aa1eaad52d7a7827850cecf3d6b582e728e7e543,acetate,body,10.1186/1751-0147-55-67,Haemorrhagic pneumonia in sled dogs caused by Streptococcus equi subsp. zooepidemicus - one fatality and two full recoveries: a case report,2013.0,"The dog was treated with intravenous (IV) ringer acetate 100 ml/kg/hr for eight hours, thereafter 50 ml/kg/hr, enrofloxacin (Baytril, vet",,True,True,0,0,0,0.0,treated
14735,15890,aa36e8d21c62925bbaa87429a45a81d0ef78b154,acetate,body,10.1016/j.amjoto.2007.11.004,Safety of intranasal corticosteroids in acute rhinosinusitis,2008.0,"A 1993 parallel-group study found evidence of suppressed short-term lower-leg growth, as measured by knemometry, with BUD (200 Î¼g BID) or intramuscular methylprednisolone acetate (60 mg QD) when compared to terfenadine tablets (60 mg QD) in 44 children (aged 6-15 years) with AR",,True,False,0,0,0,1.0,suppress
14975,16150,ae8299ba334c3f5aa2b008f8862b6243c6eeb42e,acetaminophen,body,10.1016/b978-1-4377-0660-4.00025-9,Chapter 25 Hematology and Immune-Related Disorders,2012.0,N-acetylcysteine is used to treat acetaminophen toxicity (see Chapter 31) ,may,True,True,0,0,0,1.0,treat
14983,16159,ae8299ba334c3f5aa2b008f8862b6243c6eeb42e,acetaminophen,body,10.1016/b978-1-4377-0660-4.00025-9,Chapter 25 Hematology and Immune-Related Disorders,2012.0,Owners sometimes unwittingly administer acetaminophen to cats that seem to be in pain.,may,True,True,0,0,0,0.0,administer
15300,16498,b30770ae30b35cdfaf0a173863e74e93edbb0329,norepinephrine,body,10.1186/s13054-016-1208-6,"36th International Symposium on Intensive Care and Emergency Medicine: Brussels, Belgium. 15-18 March 2016",2016.0,[1] We hypothesized that a dose of norepinephrine administered in the first 24 hours correlates with the outcome of treatment in patients with severe sepsis and septic shock,,True,True,0,0,0,0.0,administered
15361,16565,b420e61b7bad7118736507f69d3a255d5d171dea,acetaminophen,body,,,,Flu-like symptoms can be treated with acetaminophen 500-1000 mg or ibuprofen 200-400 mg 30 minutes before IFN Î²-1a injection.,,False,False,0,0,0,0.0,treated
15595,16816,b6b5c3ce6a1295e172b7e8406dae5a453b031b88,acetaminophen,body,10.1016/j.jtbi.2011.08.009,In vitro transcriptomic prediction of hepatotoxicity for early drug discovery,2011.0,"In these two studies, commonly-used drug compounds, Acetaminophen (Rat2) and 1,4-dichlorobenzene (Rat3) respectively, were administered for 6, 24, or 48 consecutive hrs at different dose concentrations to evaluate the levels of acute toxicity of in vivo animals",,False,False,0,0,0,1.0,administer
16159,17429,bbff324ce85ca876d0c96244b3c9fa479c7f300f,acetate,abstract,10.3324/haematol.2010.027821,Lycorine sensitizes CD40 ligand-protected chronic lymphocytic leukemia cells to bezafibrate- and medroxyprogesterone acetate-induced apoptosis but dasatanib does not overcome reported CD40-mediated drug resistance,2010.0,"Our data indicate the potential of bezafibrate, medroxyprogesterone acetate and lycorine as novel therapy in chronic lymphocytic leukemia and have important implications for the reported potential of c-abl kinase inhibitors in this disease.",,False,False,0,0,0,0.0,therapy
16167,17437,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,ranolazine,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"CV Therapeutics, under license from Roche, is also developing ranolazine, a metabolic modulator and a partial fatty acid oxidation inhibitor, for the potential treatment of angina and acute coronary syndromes",potential,False,False,0,0,0,0.0,Therapeutics
16169,17439,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,ambisome,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Gilead has several antiinfectious products on the market: * Emtricitabine, a nucleoside analog licensed from Emory University that is structurally related to 3TC for the treatment of HIV infection * Cidofovir, a specific nucleotide inhibitor of viral replication, which was launched in an injectable formulation in 1996 * Oseltamivir (Tamiflu: 5), a neuraminidase inhibitor, for the treatment and prevention of influenza virus type A or B infections * Tenofovir disoproxil fumarate (6), an oral prodrug of the intravenously administered antiviral agent tenofovir used for the treatment and prophylaxis of HIV infection * AmBisome, a liposomal formulation of amphotericin B, jointly developed by NeXstar and Lyphomed, marketed for systemic fungal infections and in the US for cancer and acquired immunodeficiency syndrome (AIDS) patients with blood-borne fungal infections * Adefovir dipivoxil, an analog of the reverse transcriptase inhibitor adefovir for the treatment of HBV infection",,False,False,0,0,0,0.0,treatment
16170,17440,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,cidofovir,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Gilead has several antiinfectious products on the market: * Emtricitabine, a nucleoside analog licensed from Emory University that is structurally related to 3TC for the treatment of HIV infection * Cidofovir, a specific nucleotide inhibitor of viral replication, which was launched in an injectable formulation in 1996 * Oseltamivir (Tamiflu: 5), a neuraminidase inhibitor, for the treatment and prevention of influenza virus type A or B infections * Tenofovir disoproxil fumarate (6), an oral prodrug of the intravenously administered antiviral agent tenofovir used for the treatment and prophylaxis of HIV infection * AmBisome, a liposomal formulation of amphotericin B, jointly developed by NeXstar and Lyphomed, marketed for systemic fungal infections and in the US for cancer and acquired immunodeficiency syndrome (AIDS) patients with blood-borne fungal infections * Adefovir dipivoxil, an analog of the reverse transcriptase inhibitor adefovir for the treatment of HBV infection",,False,False,0,0,0,0.0,treatment
16171,17441,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,emtricitabine,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Gilead has several antiinfectious products on the market: * Emtricitabine, a nucleoside analog licensed from Emory University that is structurally related to 3TC for the treatment of HIV infection * Cidofovir, a specific nucleotide inhibitor of viral replication, which was launched in an injectable formulation in 1996 * Oseltamivir (Tamiflu: 5), a neuraminidase inhibitor, for the treatment and prevention of influenza virus type A or B infections * Tenofovir disoproxil fumarate (6), an oral prodrug of the intravenously administered antiviral agent tenofovir used for the treatment and prophylaxis of HIV infection * AmBisome, a liposomal formulation of amphotericin B, jointly developed by NeXstar and Lyphomed, marketed for systemic fungal infections and in the US for cancer and acquired immunodeficiency syndrome (AIDS) patients with blood-borne fungal infections * Adefovir dipivoxil, an analog of the reverse transcriptase inhibitor adefovir for the treatment of HBV infection",,False,False,0,0,0,0.0,treatment
16172,17442,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,oseltamivir,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Gilead has several antiinfectious products on the market: * Emtricitabine, a nucleoside analog licensed from Emory University that is structurally related to 3TC for the treatment of HIV infection * Cidofovir, a specific nucleotide inhibitor of viral replication, which was launched in an injectable formulation in 1996 * Oseltamivir (Tamiflu: 5), a neuraminidase inhibitor, for the treatment and prevention of influenza virus type A or B infections * Tenofovir disoproxil fumarate (6), an oral prodrug of the intravenously administered antiviral agent tenofovir used for the treatment and prophylaxis of HIV infection * AmBisome, a liposomal formulation of amphotericin B, jointly developed by NeXstar and Lyphomed, marketed for systemic fungal infections and in the US for cancer and acquired immunodeficiency syndrome (AIDS) patients with blood-borne fungal infections * Adefovir dipivoxil, an analog of the reverse transcriptase inhibitor adefovir for the treatment of HBV infection",,False,False,0,0,0,0.0,treatment
16173,17443,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,tenofovir,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"Gilead has several antiinfectious products on the market: * Emtricitabine, a nucleoside analog licensed from Emory University that is structurally related to 3TC for the treatment of HIV infection * Cidofovir, a specific nucleotide inhibitor of viral replication, which was launched in an injectable formulation in 1996 * Oseltamivir (Tamiflu: 5), a neuraminidase inhibitor, for the treatment and prevention of influenza virus type A or B infections * Tenofovir disoproxil fumarate (6), an oral prodrug of the intravenously administered antiviral agent tenofovir used for the treatment and prophylaxis of HIV infection * AmBisome, a liposomal formulation of amphotericin B, jointly developed by NeXstar and Lyphomed, marketed for systemic fungal infections and in the US for cancer and acquired immunodeficiency syndrome (AIDS) patients with blood-borne fungal infections * Adefovir dipivoxil, an analog of the reverse transcriptase inhibitor adefovir for the treatment of HBV infection",,False,False,0,0,0,0.0,treatment
16174,17444,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,actimmune,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16175,17445,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,actimmune,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16176,17446,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,actimmune,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16177,17447,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,alteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16178,17448,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,alteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
16179,17449,bc2e4e1d49b8faa6fbff4449fdb7961f12eb023d,alteplase,body,10.1016/b0-08-045044-x/00016-x,1.13 The Role of Small- or Medium-Sized Enterprises in Drug Discovery,2007.0,"19 These are * Actimmune (IFN-g1b), launched for the treatment of infections in patients with chronic granulomatous disease * Alteplase (recombinant tissue plasminogen activator, marketed in the US in 1987 for the treatment of acute myocardial infarction, in 1990 for use in the treatment of acute pulmonary embolism, and in June 1996 for the treatment of acute ischemic stroke within 3 h of symptom onset) * Bevacizumab (intravenously administered antivascular endothelial growth factor monoclonal antibody), an antiangiogenesis therapy for the treatment of colorectal cancer * Dornase alfa, a DNase which has been developed and launched for the treatment of cystic fibrosis * Efalizumab, a humanized anti-CD11a monoclonal antibody as a once-weekly subcutaneous formulation, for the treatment of moderate-to-severe plaque psoriasis * Kogenate, a recombinant human factor VIII preparation used for treating hemophiliacs * Omalizumab, an anti-IgE humanized monoclonal antibody for the treatment of asthma * Recombinant somatotropin, first launched in 1987 for the treatment of growth hormone deficiency in children, children with chronic renal insufficiency, and children with short stature associated with Turner's syndrome * Tenecteplase, an injectable, slower-clearing, fibrin-specific tissue plasminogen activator for the treatment of myocardial infarction, first launched in the US in June 2000 and in 2001 in the EU * Trastuzumab, a humanized version of the anti-HER-2/neu monoclonal antibody, 4D5, and marketed for the treatment of metastatic breast cancer since 1998 * Roferon-A, a recombinant interferon-a 2a that has been developed and used for the treatment of various lymphomas, leukemias, and other neoplasms, and for the treatment of chronic hepatitis B and C virus (HBV and HCV) infections * Ituximab, a mouse/human chimeric anti-CD20 monoclonal antibody, used for the treatment of B-cell nonHodgkin's lymphoma, including relapsed, refractory low-grade, or follicular lymphomas The Role of Small-or Medium-Sized Enterprises in Drug Discovery * Erlotinib (1), a small-molecule, orally active epidermal growth factor receptor tyrosine kinase inhibitor (discovered by but relinquished by Pfizer after the merger with Warner-Lambert), for the treatment of nonsmall-cell lung cancer.",,False,False,0,0,0,0.0,treatment
